酒店名称,评分,最贵房间价格
维也纳国际酒店(成都会展中心天府新区骑龙地铁站店),4.8,629
如家酒店·neo(广州东山口地铁站中山一院店),4.8,360
愉舍酒店(广州东湖地铁站珠江夜游码头店),4.8,269
弗尼顿酒店(成都火车南站店),4.8,521
慧苑酒店(重庆沙坪坝高铁站金沙天街店),4.8,402
鹿家酒店(成都龙井店),4.8,299
近未来美术馆旅舍(春熙路太古里店),4.8,237
美沁酒店(成都宽窄巷子奎星楼店),4.8,814
橙曼酒店(成都环球中心店),4.8,307
成都香榭华景酒店,4.8,593
如家酒店·NEO(成都339电视塔新鸿路地铁站店),4.8,319
成都爱维拉公寓,4.8,193
S FEEL设计师酒店(成都九眼桥牛王庙地铁站店),4.8,541
金瑞轩酒店(成都熊猫基地动物园地铁站店),4.8,623
锦新酒店(成都大悦城太平园地铁站店),4.8,576
维也纳酒店(成都南站三瓦窑地铁站店),4.8,1557
如家商旅酒店(成都宽窄巷子抚琴地铁站店),4.8,410
成都雅诗阁来福士,4.8,3129
绅泰大酒店(成都金融城双子塔店),4.8,1158
成都雅住优享酒店(春熙路王府井店),4.8,412
维也纳酒店(广州番禺长隆市桥地铁站店),4.8,513
鸿腾酒店(成都光华公园地铁站店),4.8,363
成都爱丽思酒店,4.8,426
如家酒店(成都双流机场时代奥特莱斯龙桥路地铁站店),4.8,274
成都好客大酒店(武侯祠高升桥地铁站店),4.8,672
隐庐酒店(成都新会展环球中心店),4.8,3182
如家酒店(成都春熙路地铁站店),4.8,
维也纳酒店(广州惠福西上下九店),4.8,938
竹樾酒店(成都武侯祠锦里店),4.8,246
近未来美术馆旅舍(春熙路IFS店),4.8,134
西姆轻奢成都天府广场酒店,4.8,506
瓦当瓦舍旅行酒店(成都春熙路步行街店),4.8,498
云孚里酒店(成都国色天乡店),4.8,416
宜都城市酒店(成都双流国际机场店),4.8,243
观红酒店(成都春熙路太古里店),4.8,618
隐沫酒店(成都春熙路太古里店),4.8,
佛莱雅酒店(新加坡)(成都南站三瓦窑地铁站店),4.8,586
成都吾有酒电竞公寓,4.8,261
成都青柚共享酒店(文殊院骡马市地铁站店),4.8,
泊雅客酒店(解放碑步行街店),4.8,555
成都新兰天地酒店,4.8,1734
成都诗里花间堂·稻香,4.8,2426
壹酒店(宽窄巷子店),4.8,616
成都禾木精品公寓,4.8,227
东谷云智酒店(成都东站绿地468店),4.8,610
IU酒店(重庆江津白沙店),4.8,179
成都逸都精品公寓,4.8,233
云孚里隐宿(杜甫草堂店),4.8,511
广州美丽假期酒店,4.8,165
泊·轻宿(成都春熙路太古里店),4.8,112
成都宽窄巷子西美居酒店(奎星楼美食街店),4.8,629
7天酒店(成都五大花园龙爪堰地铁站店),4.8,203
锦江之星风尚酒店(成都双流国际机场西南民族大学店),4.8,346
半世设计师公寓(成都东站梦魔方店),4.8,309
田园文化酒店(福宁路地铁站店),4.8,152
全季酒店(成都宽窄巷子店),4.8,563
美寓百享影院酒店,4.8,145
加禾·艺术轻奢酒店(成都广都地铁站店),4.8,202
蔚莱轻奢公寓酒店(广都地铁站店),4.8,229
万澳致选酒店(重庆解放碑步行街店),4.8,537
幕涩·云涧酒店公寓,4.8,397
锦上悅居(成都武侯祠锦里店),4.8,408
U趣艾栖酒店(成都双流国际机场店),4.8,194
奥特兰蒂斯行政公寓(成都金融城环球中心店),4.8,567
成都青葱年华公寓,4.8,299
威尼谷假日酒店(成都双流体育中心店),4.8,720
成都茉莉女生青年旅舍(春熙路太古里店),4.8,114
乐嘉酒店公寓(成都天府广场店),4.8,686
艾干民宿(成都财经大学店),4.8,233
汉庭酒店(成都昭觉寺南路地铁站店),4.8,310
艾扉酒店(成都双流机场店),4.8,387
你好酒店(成都华西武侯祠店),4.8,411
成都安得天馨Wellness Resort,4.8,2331
维也纳酒店(广州南方医科大学南方医院同和地铁站店 ),4.8,550
